FDK-AAC.txt,UNKNOWN
Creative Commons Attribution Non Commercial No Derivatives 4.0 International.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 4.0\ International.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 4.0\ International.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Freetype Project License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Freetype\ Project\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Freetype\ Project\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SNIA Public License 1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/SNIA\ Public\ License\ 1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/SNIA\ Public\ License\ 1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Creative Commons Attribution Non Commercial Share Alike 4.0 International.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 4.0\ International.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 4.0\ International.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BitTorrent-1.0.txt,UNKNOWN
etalab-2.0.txt,UNKNOWN
OpenJDK-assembly-exception-1.0.txt,UNKNOWN
CUA Office Public License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CUA\ Office\ Public\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CUA\ Office\ Public\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Open LDAP Public License v2.8.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.8.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.8.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
TORQUE v2.5+ Software License v1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/TORQUE\ v2.5+\ Software\ License\ v1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/TORQUE\ v2.5+\ Software\ License\ v1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
TCL-license.txt,UNKNOWN
OPL-1.0.txt,UNKNOWN
Vim-license.txt,UNKNOWN
LGPL-3.0-or-later.txt,GPLv3+
SchemeReport-license.txt,UNKNOWN
Wsuipa License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Wsuipa\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Wsuipa\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OSET-PL-2.1.txt,UNKNOWN
BlueOak-1.0.0.txt,UNKNOWN
deprecated_LGPL-3.0.txt,GPLv3+
PHP License v3.01.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/PHP\ License\ v3.01.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/PHP\ License\ v3.01.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OGL-Canada-2.0.txt,UNKNOWN
BSD 4 Clause Shortened.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/BSD\ 4\ Clause\ Shortened.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/BSD\ 4\ Clause\ Shortened.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
NTP License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/NTP\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/NTP\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Barr-license.txt,UNKNOWN
NRL-license.txt,UNKNOWN
EUDatagrid-license.txt,UNKNOWN
Python License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Python\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Python\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Net-SNMP.txt,"spdxBSD3,spdxBSD3,spdxBSD3,spdxBSD3,spdxBSD3,BSD3,BSD3,BSD3"
GNU Affero General Public License v3.0 or later.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Affero\ General\ Public\ License\ v3.0\ or\ later.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Affero\ General\ Public\ License\ v3.0\ or\ later.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GPL-2.0-or-later.txt,GPLv2+
Apple MIT License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Apple\ MIT\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Apple\ MIT\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SAX-PD.txt,UNKNOWN
OGL-UK-3.0.txt,UNKNOWN
Mozilla Public License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Mozilla\ Public\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Mozilla\ Public\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
ICU License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/ICU\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/ICU\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Linux-man-pages-copyleft.txt,UNKNOWN
University of Illinois NCSA Open Source License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/University\ of\ Illinois\ NCSA\ Open\ Source\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/University\ of\ Illinois\ NCSA\ Open\ Source\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Data licence Germany – attribution – version 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Data\ licence\ Germany\ –\ attribution\ –\ version\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Data\ licence\ Germany\ –\ attribution\ –\ version\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BSD Source Code Attribution.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/BSD\ Source\ Code\ Attribution.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/BSD\ Source\ Code\ Attribution.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
FreeImage Public License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/FreeImage\ Public\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/FreeImage\ Public\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
deprecated_BSD-2-Clause-FreeBSD.txt,spdxBSD2
TOSL-license.txt,UNKNOWN
GNU Free Documentation License v1.1 only.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.1\ only.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.1\ only.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Crossword-license.txt,UNKNOWN
BSD-4-Clause.txt,spdxBSD4
LPPL-1.1.txt,UNKNOWN
ANTLR-PD.txt,UNKNOWN
NOSL-license.txt,UNKNOWN
Elastic License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Elastic\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Elastic\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
JasPer-2.0.txt,UNKNOWN
Common Development and Distribution License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Common\ Development\ and\ Distribution\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Common\ Development\ and\ Distribution\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CERN-OHL-P-2.0.txt,UNKNOWN
RSA Message-Digest License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/RSA\ Message-Digest\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/RSA\ Message-Digest\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Font-exception-2.0.txt,UNKNOWN
CAL-1.0.txt,UNKNOWN
389-exception.txt,GPLv2
Erlang Public License v1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Erlang\ Public\ License\ v1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Erlang\ Public\ License\ v1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
LiLiQ-R-1.1.txt,UNKNOWN
CC-BY-3.0-NL.txt,UNKNOWN
HaskellReport-license.txt,UNKNOWN
CERN Open Hardware Licence Version 2 - Permissive.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ Version\ 2\ -\ Permissive.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ Version\ 2\ -\ Permissive.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OGL-UK-1.0.txt,UNKNOWN
Giftware License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Giftware\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Giftware\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Xerox License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Xerox\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Xerox\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SSH-OpenSSH.txt,UNKNOWN
KiCad-libraries-exception.txt,UNKNOWN
FreeBSD Documentation License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/FreeBSD\ Documentation\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/FreeBSD\ Documentation\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
NPL-1.1.txt,"MPLv1_1,NPLv1_1"
GFDL-1.2-invariants-or-later.txt,UNKNOWN
VSL-1.0.txt,UNKNOWN
C-UDA-1.0.txt,UNKNOWN
X.Net License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/X.Net\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/X.Net\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
PolyForm-Noncommercial-1.0.0.txt,UNKNOWN
Motosoto License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Motosoto\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Motosoto\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-SA-2.5.txt,UNKNOWN
Open Government Licence v3.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Government\ Licence\ v3.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Government\ Licence\ v3.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Academy of Motion Picture Arts and Sciences BSD.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Academy\ of\ Motion\ Picture\ Arts\ and\ Sciences\ BSD.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Academy\ of\ Motion\ Picture\ Arts\ and\ Sciences\ BSD.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Parity-6.0.0.txt,UNKNOWN
MIT-0.txt,MITX11noNotice
GNU Free Documentation License v1.2 only - invariants.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ only\ -\ invariants.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ only\ -\ invariants.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
NCSA-license.txt,MITX11noNotice
NICTA-1.0.txt,UNKNOWN
LaTeX Project Public License v1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/LaTeX\ Project\ Public\ License\ v1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/LaTeX\ Project\ Public\ License\ v1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
